site,year,id,species,basal.area.cm2,x,y,notes
McGilvra Woods,2019,2380,Acer saccharum,442.8613615,57.2,74.8,
McGilvra Woods,2019,2381,Acer saccharum,462.0618139,58.4,72.2,
McGilvra Woods,2019,2382,Acer saccharum,404.5471963,60.2,71.3,
McGilvra Woods,2019,2384,Acer saccharum,300.9818918,62.8,71.8,
McGilvra Woods,2019,2385,Tilia americana,3459.411737,64.8,75.3,
McGilvra Woods,2019,2386,Acer saccharum,1056.075808,66.4,77.8,
McGilvra Woods,2019,2387,Acer saccharum,447.6232774,69.9,70.7,
McGilvra Woods,2019,2388,Acer saccharum,573.5952107,75.4,72.3,
McGilvra Woods,2019,2389,Acer saccharum,1524.058982,74.7,76.7,
McGilvra Woods,2019,2390,Acer saccharum,131.172321,76.7,83.2,
McGilvra Woods,2019,2391,Acer saccharum,1865.264898,73.7,83.7,
McGilvra Woods,2019,2392,Acer saccharum,637.4354415,70.2,83.1,
McGilvra Woods,2019,2393,Acer saccharum,704.6433908,68.7,81,
McGilvra Woods,2019,2394,Acer saccharum,314.8411042,60.5,81.3,
McGilvra Woods,2019,2395,Acer saccharum,75.49037261,57.9,83.1,
McGilvra Woods,2019,2396,Acer saccharum,37.81839758,52.7,82,
McGilvra Woods,2019,2397,Acer saccharum,93.6220995,50.9,90.4,
McGilvra Woods,2019,2398,Tilia americana,1059.745921,50.1,83.2,Near 2249 but considered separate tree because there was no obvious above or below ground connection
McGilvra Woods,2019,2400,Acer saccharum,3911.30355,52.3,99,
McGilvra Woods,2019,2401,Acer saccharum,508.0233741,53.8,98.6,
McGilvra Woods,2019,2402,Acer saccharum,373.3973909,55.4,97.3,
McGilvra Woods,2019,2403,Acer saccharum,133.8445325,53.4,92.7,
McGilvra Woods,2019,2404,Carya cordiformis,1227.533428,58.9,97,
McGilvra Woods,2019,2405,Acer saccharum,761.1457829,54.4,95.7,
McGilvra Woods,2019,2406,Carya cordiformis,1316.049041,57,87.9,
McGilvra Woods,2019,2407,Acer saccharum,77.4638939,56.2,87.1,
McGilvra Woods,2019,2408,Carya cordiformis,254.0311835,59.3,88.4,
McGilvra Woods,2019,2409,Carya cordiformis,1431.026551,61.4,86.3,
McGilvra Woods,2019,2410,Acer saccharum,1561.947407,66.1,88.3,
McGilvra Woods,2019,2411,Acer saccharum,924.7570644,69.8,90.1,
McGilvra Woods,2019,2412,Acer saccharum,1000.003134,72.8,91.6,
McGilvra Woods,2019,2413,Prunus serotina,1848.247256,68.6,93.8,
McGilvra Woods,2019,2414,Acer saccharum,945.4599394,67.8,99.4,
McGilvra Woods,2019,2415,Acer saccharum,764.2620367,73.4,95.8,
McGilvra Woods,2019,2416,Ulmus americana,1489.231901,86.2,78.6,Bacon bark
McGilvra Woods,2019,2417,Ulmus rubra,742.5819504,96.4,82,
McGilvra Woods,2019,2418,Acer saccharum,165.4702112,92.6,82,
McGilvra Woods,2019,2419,Tilia americana,3090.74841,92.15,88.8,
McGilvra Woods,2019,2420,Acer saccharum,253.1327539,90.7,90.3,
McGilvra Woods,2019,2421,Acer saccharum,1000.003134,83.5,85.6,
McGilvra Woods,2019,2422,Acer saccharum,1584.324592,83.2,87.6,
McGilvra Woods,2019,2423,Acer saccharum,644.5775195,80.1,89.3,
McGilvra Woods,2019,2424,Acer saccharum,1597.827298,84,91.1,
McGilvra Woods,2019,2425,Acer saccharum,789.4212501,83.6,94.6,
McGilvra Woods,2019,2426,Acer saccharum,282.6719113,80.6,96.2,
McGilvra Woods,2019,2427,Acer saccharum,189.5089738,82.6,98.1,
McGilvra Woods,2019,2428,Acer saccharum,1650.11845,98.6,97.5,
McGilvra Woods,2019,2429,Acer saccharum,267.6986143,87.7,94.4,
McGilvra Woods,2019,2430,Acer saccharum,91.45122608,91.3,97.3,
McGilvra Woods,2019,2431,Acer saccharum,837.6929444,95.4,97.1,
McGilvra Woods,2019,2432,Acer saccharum,89.30581744,97.3,95.1,
McGilvra Woods,2019,2433,Acer saccharum,897.5097382,99.2,99,
